"symbol","company","identifier","sedol","weight","sector","shares_held","local_currency"
"AAPL","APPLE INC","037833100","2046251",0.07497581115653504,"-",168501859,"USD"
"MSFT","MICROSOFT CORP","594918104","2588173",0.06930021145131456,"-",84335717,"USD"
"AMZN","AMAZON.COM INC","023135106","2000019",0.030638131353690593,"-",101005072,"USD"
"NVDA","NVIDIA CORP","67066G104","2379504",0.02738632185099395,"-",27870914,"USD"
"GOOGL","ALPHABET INC CL A","02079K305","BYVY8G0",0.020627102791122863,"-",67479433,"USD"
"GOOG","ALPHABET INC CL C","02079K107","BYY88Y7",0.018076196407957983,"-",58825355,"USD"
"META","META PLATFORMS INC CLASS A","30303M102","B7TL820",0.01699182383096771,"-",25227337,"USD"
"BRK-B","BERKSHIRE HATHAWAY INC CL B","084670702","2073390",0.016302813695746658,"-",20420756,"USD"
"TSLA","TESLA INC","88160R101","B616C79",0.015629492388995494,"-",30483015,"USD"
"UNH","UNITEDHEALTH GROUP INC","91324P102","2917766",0.01291611792932598,"-",10590187,"USD"
"XOM","EXXON MOBIL CORP","30231G102","2326618",0.011919446200806974,"-",46674165,"USD"
"-","US DOLLAR","999USDZ92","-",0.01191745412593493,"-",4823438002.97,"USD"
"JNJ","JOHNSON + JOHNSON","478160104","2475833",0.011314588840404495,"-",29632673,"USD"
"JPM","JPMORGAN CHASE + CO","46625H100","2190385",0.011300852443525619,"-",33245200,"USD"
"V","VISA INC CLASS A SHARES","92826C839","B2PZN04",0.01030689627975756,"-",18417593,"USD"
"LLY","ELI LILLY + CO","532457108","2516152",0.009640135936017806,"-",8938858,"USD"
"PG","PROCTER + GAMBLE CO/THE","742718109","2704407",0.009510611426053854,"-",26738652,"USD"
"AVGO","BROADCOM INC","11135F101","BDZ78H9",0.009244486080461073,"-",4736486,"USD"
"MA","MASTERCARD INC   A","57636Q104","B121557",0.008763028343102528,"-",9562998,"USD"
"HD","HOME DEPOT INC","437076102","2434209",0.008230876760119556,"-",11551514,"USD"
"MRK","MERCK + CO. INC.","58933Y105","2778844",0.007876029751568838,"-",28736323,"USD"
"CVX","CHEVRON CORP","166764100","2838555",0.007580241320941082,"-",20163015,"USD"
"PEP","PEPSICO INC","713448108","2681511",0.007026593168816492,"-",15609649,"USD"
"ABBV","ABBVIE INC","00287Y109","B92SR70",0.006608366464709918,"-",20043840,"USD"
"KO","COCA COLA CO/THE","191216100","2206657",0.006539496174730616,"-",44112936,"USD"
"COST","COSTCO WHOLESALE CORP","22160K105","2701271",0.006369277836783498,"-",5029035,"USD"
"PFE","PFIZER INC","717081103","2684703",0.005976521940742372,"-",63622332,"USD"
"CRM","SALESFORCE INC","79466L302","2310525",0.005962131429726407,"-",11334415,"USD"
"MCD","MCDONALD S CORP","580135101","2550707",0.005873043066418888,"-",8301168,"USD"
"WMT","WALMART INC","931142103","2936921",0.005788771361757209,"-",15893985,"USD"
"CSCO","CISCO SYSTEMS INC","17275R102","2198163",0.005722200382077979,"-",46561880,"USD"
"TMO","THERMO FISHER SCIENTIFIC INC","883556102","2886907",0.005704737516781744,"-",4445531,"USD"
"ADBE","ADOBE INC","00724F101","2008154",0.005471248502301619,"-",5189024,"USD"
"BAC","BANK OF AMERICA CORP","060505104","2295677",0.005429662700495151,"-",79106796,"USD"
"AMD","ADVANCED MICRO DEVICES","007903107","2007849",0.005394191874788441,"-",18274309,"USD"
"ACN","ACCENTURE PLC CL A","G1151C101","B4BNMY3",0.005382179960634619,"-",7137516,"USD"
