"symbol","company","identifier","sedol","weight","sector","shares_held","local_currency"
"AAPL","Apple Inc.","03783310","2046251",0.07157712848620644,"Information Technology",164379860,"USD"
"MSFT","Microsoft Corporation","59491810","2588173",0.060248053994275096,"Information Technology",82272776,"USD"
"AMZN","Amazon.com Inc.","02313510","2000019",0.026871995956742455,"Consumer Discretionary",98534480,"USD"
"NVDA","NVIDIA Corporation","67066G10","2379504",0.018969992703141144,"Information Technology",27189144,"USD"
"GOOGL","Alphabet Inc. Class A","02079K30","BYVY8G0",0.018176585824586457,"Communication Services",65828590,"USD"
"BRK-B","Berkshire Hathaway Inc. Class B","08467070","2073390",0.017172822655364503,"Financials",19913602,"USD"
"GOOG","Alphabet Inc. Class C","02079K10","BYY88Y7",0.015961473673438142,"Communication Services",57386330,"USD"
"XOM","Exxon Mobil Corporation","30231G10","2326618",0.014100662646319744,"Energy",45514270,"USD"
"META","Meta Platforms Inc. Class A","30303M10","B7TL820",0.013575372023181438,"Communication Services",24600140,"USD"
"UNH","UnitedHealth Group Incorporated","91324P10","2917766",0.013506920213875298,"Health Care",10326915,"USD"
"TSLA","Tesla Inc.","88160R10","B616C79",0.012698640769505554,"Consumer Discretionary",29725644,"USD"
"JNJ","Johnson & Johnson","47816010","2475833",0.012690989449499828,"Health Care",28896588,"USD"
"JPM","JPMorgan Chase & Co.","46625H10","2190385",0.011866797259863272,"Financials",32419244,"USD"
"V","Visa Inc. Class A","92826C83","B2PZN04",0.01096337140083407,"Financials",17959728,"USD"
"PG","Procter & Gamble Company","74271810","2704407",0.010842160489527653,"Consumer Staples",26074462,"USD"
"MA","Mastercard Incorporated Class A","57636Q10","B121557",0.00913745639397709,"Financials",9325268,"USD"
"LLY","Eli Lilly and Company","53245710","2516152",0.0089189987056567,"Health Care",8716548,"USD"
"HD","Home Depot Inc.","43707610","2434209",0.00887514113934936,"Consumer Discretionary",11264403,"USD"
"CVX","Chevron Corporation","16676410","2838555",0.008834384107946304,"Energy",19661824,"USD"
"MRK","Merck & Co. Inc.","58933Y10","2778844",0.008682317873479534,"Health Care",28022468,"USD"
"ABBV","AbbVie Inc.","00287Y10","B92SR70",0.008569848470258089,"Health Care",19546146,"USD"
