"symbol","company","identifier","sedol","weight","sector","shares_held","local_currency"
"NVDA","NVIDIA CORP","67066G104","2379504",0.07992433525721504,"-",294018439,"USD"
"AAPL","APPLE INC","037833100","2046251",0.0687613412072158,"-",178303413,"USD"
"MSFT","MICROSOFT CORP","594918104","2588173",0.054509218929984456,"-",90179261,"USD"
"AMZN","AMAZON.COM INC","023135106","2000019",0.040176460515042874,"-",118834314,"USD"
"GOOGL","ALPHABET INC CL A","02079K305","BYVY8G0",0.031990392237198434,"-",71182148,"USD"
"AVGO","BROADCOM INC","11135F101","BDZ78H9",0.029810435962549186,"-",57474738,"USD"
"GOOG","ALPHABET INC CL C","02079K107","BYY88Y7",0.025621797690371775,"-",57375435,"USD"
"META","META PLATFORMS INC CLASS A","30303M102","B7TL820",0.01946262505515229,"-",26658242,"USD"
"MU","MICRON TECHNOLOGY INC","595112103","2588184",0.015160774125725782,"-",13688419,"USD"
"JPM","JPMORGAN CHASE + CO","46625H100","2190385",0.014488429569409727,"-",32524626,"USD"
"BRK-B","BERKSHIRE HATHAWAY INC CL B","084670702","2073390",0.01431738533832776,"-",22253459,"USD"
"LLY","ELI LILLY + CO","532457108","2516152",0.013929117634312156,"-",9602084,"USD"
"TSLA","TESLA INC","88160R101","B616C79",0.013625016774607103,"-",34171526,"USD"
"AMD","ADVANCED MICRO DEVICES","007903107","2007849",0.011830327603463281,"-",19791583,"USD"
"XOM","EXXONMOBIL HOLDINGS CORP","30233Q108","BVSRPD7",0.009459413112346176,"-",50310079,"USD"
"JNJ","JOHNSON + JOHNSON","478160104","2475833",0.009332017616685628,"-",29216096,"USD"
"V","VISA INC CLASS A SHARES","92826C839","B2PZN04",0.009206062409269968,"-",20144889,"USD"
"WMT","WALMART INC","931142103","2936921",0.007412213406268997,"-",53209538,"USD"
"CSCO","CISCO SYSTEMS INC","17275R102","2198163",0.007222145367952489,"-",47936414,"USD"
"INTC","INTEL CORP","458140100","2463247",0.0071893187983711184,"-",57369923,"USD"
"MA","MASTERCARD INC   A","57636Q104","B121557",0.006927346369828994,"-",9792694,"USD"
"ABBV","ABBVIE INC","00287Y109","B92SR70",0.0065458100129578934,"-",21441310,"USD"
"AMAT","APPLIED MATERIALS INC","038222105","2046552",0.006384307691498299,"-",9637257,"USD"
"COST","COSTCO WHOLESALE CORP","22160K105","2701271",0.006288938605283075,"-",5384020,"USD"
"BAC","BANK OF AMERICA CORP","060505104","2295677",0.006213973602537076,"-",79229096,"USD"
"CAT","CATERPILLAR INC","149123101","2180201",0.006037478280528283,"-",5589501,"USD"
"GE","GENERAL ELECTRIC","369604301","BL59CR9",0.005985177813635843,"-",12661260,"USD"
"LRCX","LAM RESEARCH CORP","512807306","BSML4N7",0.00578919859231428,"-",15186657,"USD"
"UNH","UNITEDHEALTH GROUP INC","91324P102","2917766",0.005640388811012749,"-",11020407,"USD"
"PLTR","PALANTIR TECHNOLOGIES INC A","69608A108","BN78DQ4",0.005473405392621226,"-",27860951,"USD"
"HD","HOME DEPOT INC","437076102","2434209",0.005292639215886276,"-",12086505,"USD"
"CVX","CHEVRON CORP","166764100","2838555",0.005251090900821982,"-",22717273,"USD"
"PG","PROCTER + GAMBLE CO/THE","742718109","2704407",0.005143779424576241,"-",28257384,"USD"
"KO","COCA COLA CO/THE","191216100","2206657",0.005059092476177258,"-",46987084,"USD"
"MRK","MERCK + CO. INC.","58933Y105","2778844",0.004770924805181261,"-",29981265,"USD"
"GS","GOLDMAN SACHS GROUP INC","38141G104","2407966",0.004707012014314425,"-",3579803,"USD"
"NFLX","NETFLIX INC","64110L106","2857817",0.004701330877348484,"-",51096693,"USD"
"RTX","RTX CORP","75513E101","BM5M5Y3",0.004506481882219089,"-",16347612,"USD"
"PM","PHILIP MORRIS INTERNATIONAL","718172109","B2PKRQ3",0.004432337043612539,"-",18919409,"USD"
"PANW","PALO ALTO NETWORKS INC","697435105","B87ZMX0",0.004427166008733328,"-",9844688,"USD"
"GEV","GE VERNOVA INC","36828A101","BP6H4Y1",0.00411598373182425,"-",3260757,"USD"
"WFC","WELLS FARGO + CO","949746101","2649100",0.0041074720283770395,"-",37147709,"USD"
"MS","MORGAN STANLEY","617446448","2262314",0.003938468205641995,"-",14551547,"USD"
"TXN","TEXAS INSTRUMENTS INC","882508104","2885409",0.003805541603041017,"-",11050588,"USD"
"KLAC","KLA CORP","482480100","2480138",0.0037927790488710505,"-",15864511,"USD"
"ORCL","ORACLE CORP","68389X105","2661568",0.003686607800819178,"-",20590456,"USD"
"C","CITIGROUP INC","172967424","2297907",0.003533657190813598,"-",20704066,"USD"
"LIN","LINDE PLC","G54950103","BNZHB81",0.003417433931052622,"-",5612418,"USD"
"IBM","INTL BUSINESS MACHINES CORP","459200101","2005973",0.003337737981502238,"-",11409413,"USD"
"AMGN","AMGEN INC","031162100","2023607",0.003310972624951432,"-",6547155,"USD"
"TMO","THERMO FISHER SCIENTIFIC INC","883556102","2886907",0.0032331670537224617,"-",4512359,"USD"
"CRWD","CROWDSTRIKE HOLDINGS INC   A","22788C105","BJJP138",0.0032176339450814295,"-",12364668,"USD"
"APH","AMPHENOL CORP CL A","032095101","2145084",0.003190608536486407,"-",14938771,"USD"
"ANET","ARISTA NETWORKS INC","040413205","BL9XPM3",0.0030676139215741246,"-",12537954,"USD"
"SNDK","SANDISK CORP","80004C200","BSNPZV3",0.0030093822676732296,"-",1797045,"USD"
"MCD","MCDONALD S CORP","580135101","2550707",0.0029314066624153493,"-",8627832,"USD"
"VZ","VERIZON COMMUNICATIONS INC","92343V104","2090571",0.002921724724769168,"-",50703968,"USD"
"PEP","PEPSICO INC","713448108","2681511",0.0028560815876081283,"-",16596613,"USD"
"BA","BOEING CO/THE","097023105","2108601",0.0028510405787510254,"-",9572463,"USD"
"STX","SEAGATE TECHNOLOGY HOLDINGS","G7997R103","BKVD2N4",0.002827245816705297,"-",2721894,"USD"
"AXP","AMERICAN EXPRESS CO","025816109","2026082",0.0027966096854963583,"-",6462412,"USD"
"MRVL","MARVELL TECHNOLOGY INC","573874104","BNKJSM5",0.002781106582860428,"-",10628459,"USD"
