"symbol","company","identifier","sedol","weight","sector","shares_held","local_currency"
"AAPL","Apple Inc.","03783310","2046251",0.07103423426350344,"Information Technology",161437340,"USD"
"MSFT","Microsoft Corporation","59491810","2588173",0.06203239792445995,"Information Technology",80800024,"USD"
"AMZN","Amazon.com Inc.","02313510","2000019",0.0265513355909602,"Consumer Discretionary",96770560,"USD"
"NVDA","NVIDIA Corporation","67066G10","2379504",0.019720409218409195,"Information Technology",26702432,"USD"
"GOOGL","Alphabet Inc. Class A","02079K30","BYVY8G0",0.017940085397607653,"Communication Services",64650324,"USD"
"BRK-B","Berkshire Hathaway Inc. Class B","08467070","2073390",0.0163413709309642,"Financials",19557034,"USD"
"GOOG","Alphabet Inc. Class C","02079K10","BYY88Y7",0.01571799152137585,"Communication Services",56359120,"USD"
"TSLA","Tesla Inc.","88160R10","B616C79",0.015490919812368208,"Consumer Discretionary",29193448,"USD"
"META","Meta Platforms Inc. Class A","30303M10","B7TL820",0.013578400066001937,"Communication Services",24159908,"USD"
"XOM","Exxon Mobil Corporation","30231G10","2326618",0.013329962550622758,"Energy",44699544,"USD"
"UNH","UnitedHealth Group Incorporated","91324P10","2917766",0.012951419677811642,"Health Care",10141991,"USD"
"JNJ","Johnson & Johnson","47816010","2475833",0.011907796062657986,"Health Care",28379332,"USD"
"JPM","JPMorgan Chase & Co.","46625H10","2190385",0.011253238180007799,"Financials",31838908,"USD"
"V","Visa Inc. Class A","92826C83","B2PZN04",0.010779669482978694,"Financials",17638352,"USD"
"PG","Procter & Gamble Company","74271810","2704407",0.010289266210985498,"Consumer Staples",25607670,"USD"
"MA","Mastercard Incorporated Class A","57636Q10","B121557",0.00901171902476217,"Financials",9158272,"USD"
"HD","Home Depot Inc.","43707610","2434209",0.00857957158437377,"Consumer Discretionary",11062879,"USD"
"CVX","Chevron Corporation","16676410","2838555",0.008501330321528179,"Energy",19309904,"USD"
"ABBV","AbbVie Inc.","00287Y10","B92SR70",0.008301015884076656,"Health Care",19196218,"USD"
"MRK","Merck & Co. Inc.","58933Y10","2778844",0.007902747650701555,"Health Care",27520816,"USD"
"LLY","Eli Lilly and Company","53245710","2516152",0.007869178527956757,"Health Care",8560508,"USD"
"AVGO","Broadcom Inc.","11135F10","BDZ78H9",0.007765380319755696,"Information Technology",4536041,"USD"
"PEP","PepsiCo Inc.","71344810","2681511",0.007392208906692482,"Consumer Staples",14949592,"USD"
"KO","Coca-Cola Company","19121610","2206657",0.007152603791606407,"Consumer Staples",42246988,"USD"
"PFE","Pfizer Inc.","71708110","2684703",0.006712134089560179,"Health Care",60930644,"USD"
"COST","Costco Wholesale Corporation","22160K10","2701271",0.0064707985042015016,"Consumer Staples",4816515,"USD"
"TMO","Thermo Fisher Scientific Inc.","88355610","2886907",0.0064682878218984795,"Health Care",4257161,"USD"
"CSCO","Cisco Systems Inc.","17275R10","2198163",0.006244997140422882,"Information Technology",44592090,"USD"
"MCD","McDonald's Corporation","58013510","2550707",0.006036780555483758,"Consumer Discretionary",7950188,"USD"
"WMT","Walmart Inc.","93114210","2936921",0.006008722930543605,"Consumer Staples",15221853,"USD"
"BAC","Bank of America Corp","06050510","2295677",0.00594467552502068,"Financials",75760320,"USD"
"CRM","Salesforce Inc.","79466L30","2310525",0.0058417875641884436,"Information Technology",10854635,"USD"
"DIS","Walt Disney Company","25468710","2270726",0.005257218701754389,"Communication Services",19829320,"USD"
"ACN","Accenture Plc Class A","G1151C10","B4BNMY3",0.0052372432732319335,"Information Technology",6835641,"USD"
"ADBE","Adobe Incorporated","00724F10","2008154",0.005156711387886772,"Information Technology",4969259,"USD"
"LIN","Linde plc","G5495010","BNZHB81",0.005117020601518668,"Materials",5345962,"USD"
"ABT","Abbott Laboratories","00282410","2002305",0.005108358247437323,"Health Care",18925936,"USD"
"TXN","Texas Instruments Incorporated","88250810","2885409",0.004872784227841758,"Information Technology",9834315,"USD"
"DHR","Danaher Corporation","23585110","2250870",0.00481912964667278,"Health Care",7114915,"USD"
"VZ","Verizon Communications Inc.","92343V10","2090571",0.004801174767254749,"Communication Services",45588296,"USD"
"CMCSA","Comcast Corporation Class A","20030N10","2044545",0.004617654893893965,"Communication Services",45661332,"USD"
"AMD","Advanced Micro Devices Inc.","00790310","2007849",0.0046027108326958934,"Information Technology",17501552,"USD"
"NEE","NextEra Energy Inc.","65339F10","2328915",0.004493141056013382,"Utilities",21569964,"USD"
"NKE","NIKE Inc. Class B","65410610","2640147",0.004458881745703212,"Consumer Discretionary",13521244,"USD"
"NFLX","Netflix Inc.","64110L10","2857817",0.004392903815540911,"Communication Services",4834099,"USD"
"PM","Philip Morris International Inc.","71817210","B2PKRQ3",0.004362275491987703,"Consumer Staples",16827248,"USD"
"BMY","Bristol-Myers Squibb Company","11012210","2126335",0.004306540345404267,"Health Care",23078776,"USD"
"WFC","Wells Fargo & Company","94974610","2649100",0.004298298105493149,"Financials",41361620,"USD"
"RTX","Raytheon Technologies Corporation","75513E10","BM5M5Y3",0.0042519955223031414,"Industrials",15901550,"USD"
"QCOM","QUALCOMM Incorporated","74752510","2714923",0.004151778287267348,"Information Technology",12126975,"USD"
"UPS","United Parcel Service Inc. Class B","91131210","2517382",0.004151368175815459,"Industrials",7921945,"USD"
"ORCL","Oracle Corporation","68389X10","2661568",0.004137474400042956,"Information Technology",16682152,"USD"
"T","AT&T Inc.","00206R10","2831811",0.004023423405544691,"Communication Services",77372020,"USD"
"INTC","Intel Corporation","45814010","2463247",0.0038738827663805913,"Information Technology",44905720,"USD"
"AMGN","Amgen Inc.","03116210","2023607",0.0038235390849817343,"Health Care",5796105,"USD"
"HON","Honeywell International Inc.","43851610","2020459",0.0037528798826369056,"Industrials",7252426,"USD"
"COP","ConocoPhillips","20825C10","2685717",0.0036267456043854477,"Energy",13284512,"USD"
"INTU","Intuit Inc.","46120210","2459020",0.0036223244028797267,"Information Technology",3054565,"USD"
"UNP","Union Pacific Corporation","90781810","2914734",0.003618993497672927,"Industrials",6641710,"USD"
"IBM","International Business Machines Corporation","45920010","2005973",0.0034840068136916887,"Information Technology",9814018,"USD"
"BA","Boeing Company","09702310","2108601",0.0034743741959314864,"Industrials",6104030,"USD"
"LOW","Lowe's Companies Inc.","54866110","2536763",0.0034481370657289826,"Consumer Discretionary",6563878,"USD"
"CAT","Caterpillar Inc.","14912310","2180201",0.0034476369298120455,"Industrials",5648817,"USD"
"SBUX","Starbucks Corporation","85524410","2842255",0.0034355236379038367,"Consumer Discretionary",12475287,"USD"
"MS","Morgan Stanley","61744644","2262314",0.0033472996621561877,"Financials",14181658,"USD"
"SPGI","S&P Global Inc.","78409V10","BYV2325",0.0033069186882227113,"Financials",3573398,"USD"
"PLD","Prologis Inc.","74340W10","B44WZD7",0.003282231979362711,"Real Estate",10003777,"USD"
"ELV","Elevance Health Inc.","03675210","BSPHGL4",0.0032366395891747536,"Health Care",2592441,"USD"
"GS","Goldman Sachs Group Inc.","38141G10","2407966",0.0032264768273425988,"Financials",3675732,"USD"
"DE","Deere & Company","24419910","2261203",0.0032197850087739843,"Industrials",2935291,"USD"
"LMT","Lockheed Martin Corporation","53983010","2522096",0.003200789846648725,"Industrials",2466302,"USD"
"MDT","Medtronic Plc","G5960L10","BTN1Y11",0.0031246191464992528,"Health Care",14438647,"USD"
"GE","General Electric Company","36960430","BL59CR9",0.003038695795969512,"Industrials",11803861,"USD"
"GILD","Gilead Sciences Inc.","37555810","2369174",0.0030114783993698126,"Health Care",13535787,"USD"
"AMAT","Applied Materials Inc.","03822210","2046552",0.0030017957680179164,"Information Technology",9151330,"USD"
"BKNG","Booking Holdings Inc.","09857L10","BDRXDB4",0.002959144177021547,"Consumer Discretionary",420412,"USD"
"BLK","BlackRock Inc.","09247X10","2494504",0.002928875951328533,"Financials",1628288,"USD"
"AXP","American Express Company","02581610","2026082",0.002899998103484603,"Financials",6477118,"USD"
"MDLZ","Mondelez International Inc. Class A","60920710","B8CKK03",0.0028507147102296523,"Consumer Staples",14801535,"USD"
"ADI","Analog Devices Inc.","03265410","2032067",0.0028484640986034364,"Information Technology",5501742,"USD"
"CVS","CVS Health Corporation","12665010","2577609",0.002826418107384863,"Health Care",13938561,"USD"
"SYK","Stryker Corporation","86366710","2853688",0.002794839525589474,"Health Care",3659715,"USD"
"AMT","American Tower Corporation","03027X10","B7FBFL2",0.002741194947138834,"Real Estate",5045947,"USD"
"ADP","Automatic Data Processing Inc.","05301510","2065308",0.0027068956259553097,"Industrials",4497671,"USD"
"NOW","ServiceNow Inc.","81762P10","B80NXX8",0.002644178581971437,"Information Technology",2203545,"USD"
"C","Citigroup Inc.","17296742","2297907",0.002639577331535618,"Financials",20988904,"USD"
"TJX","TJX Companies Inc","87254010","2989301",0.0026358763257502854,"Consumer Discretionary",12581162,"USD"
"REGN","Regeneron Pharmaceuticals Inc.","75886F10","2730190",0.0026167611310049617,"Health Care",1166904,"USD"
"ISRG","Intuitive Surgical Inc.","46120E60","2871301",0.0026102893722398,"Health Care",3803391,"USD"
"TMUS","T-Mobile US Inc.","87259010","B94Q9V0",0.0025305176934883825,"Communication Services",6429267,"USD"
"PGR","Progressive Corporation","74331510","2705024",0.0025072813787874993,"Financials",6340684,"USD"
"SCHW","Charles Schwab Corp","80851310","2779397",0.002501789886419533,"Financials",16556736,"USD"
"PYPL","PayPal Holdings Inc.","70450Y10","BYW36M8",0.0024932675703949305,"Financials",12280705,"USD"
"MMC","Marsh & McLennan Companies Inc.","57174810","2567741",0.0024196075525484803,"Financials",5374930,"USD"
"VRTX","Vertex Pharmaceuticals Incorporated","92532F10","2931034",0.0024000422354779134,"Health Care",2790605,"USD"
"CB","Chubb Limited","H1467J10","B3BQMF6",0.00237894650250152,"Financials",4497626,"USD"
"MO","Altria Group Inc.","02209S10","2692632",0.002369784012503238,"Consumer Staples",19448932,"USD"
"CI","Cigna Group","12552310","BHJ0775",0.0022540225531690493,"Health Care",3242009,"USD"
"ZTS","Zoetis Inc. Class A","98978V10","B95WG16",0.0022484510390543733,"Health Care",5050605,"USD"
"SO","Southern Company","84258710","2829601",0.0022389184484775584,"Utilities",11797662,"USD"
"DUK","Duke Energy Corporation","26441C20","B7VD3F2",0.0021988975724042763,"Utilities",8345560,"USD"
"TGT","Target Corporation","87612E10","2259101",0.0021583165441040257,"Consumer Staples",4987664,"USD"
"FISV","Fiserv Inc.","33773810","2342034",0.0021062423924325673,"Financials",6881004,"USD"
"BSX","Boston Scientific Corporation","10113710","2113434",0.0020850366295544474,"Health Care",15522074,"USD"
