"symbol","company","identifier","sedol","weight","sector","shares_held","local_currency"
"AAPL","APPLE INC","037833100","2046251",0.0694181999841535,"-",172057608,"USD"
"NVDA","NVIDIA CORP","67066G104","2379504",0.06569982570345737,"-",293622670,"USD"
"MSFT","MICROSOFT CORP","594918104","2588173",0.06489168797773387,"-",88719617,"USD"
"AMZN","AMAZON.COM INC","023135106","2000019",0.033248297228792155,"-",109277601,"USD"
"META","META PLATFORMS INC CLASS A","30303M102","B7TL820",0.024093112597944416,"-",26171995,"USD"
"GOOGL","ALPHABET INC CL A","02079K305","BYVY8G0",0.020350419126245092,"-",70151220,"USD"
"BRK-B","BERKSHIRE HATHAWAY INC CL B","084670702","2073390",0.01789347027419748,"-",21620925,"USD"
"GOOG","ALPHABET INC CL C","02079K107","BYY88Y7",0.01710168545304156,"-",58360973,"USD"
"LLY","ELI LILLY + CO","532457108","2516152",0.016099444554681434,"-",9524048,"USD"
"AVGO","BROADCOM INC","11135F101","BDZ78H9",0.01465821723896979,"-",52021050,"USD"
"JPM","JPMORGAN CHASE + CO","46625H100","2190385",0.01351893819970153,"-",34294973,"USD"
"TSLA","TESLA INC","88160R101","B616C79",0.012136106966090151,"-",33112282,"USD"
"UNH","UNITEDHEALTH GROUP INC","91324P102","2917766",0.011523873834559066,"-",10991880,"USD"
"XOM","EXXON MOBIL CORP","30231G102","2326618",0.011119895042775106,"-",53573465,"USD"
"V","VISA INC CLASS A SHARES","92826C839","B2PZN04",0.009015124104884887,"-",18800187,"USD"
"PG","PROCTER + GAMBLE CO/THE","742718109","2704407",0.008488558576229259,"-",28186601,"USD"
"JNJ","JOHNSON + JOHNSON","478160104","2475833",0.008395835405593617,"-",28752906,"USD"
"COST","COSTCO WHOLESALE CORP","22160K105","2701271",0.008361858593471867,"-",5285852,"USD"
"MA","MASTERCARD INC   A","57636Q104","B121557",0.008240482812201593,"-",9804923,"USD"
"HD","HOME DEPOT INC","437076102","2434209",0.007810173242010468,"-",11835662,"USD"
