"symbol","company","identifier","sedol","weight","sector","shares_held","local_currency"
"NVDA","NVIDIA CORP","67066G104","2379504",0.07698837359165621,"-",290081065,"USD"
"AAPL","APPLE INC","037833100","2046251",0.06187461923479262,"-",176392395,"USD"
"MSFT","MICROSOFT CORP","594918104","2588173",0.05846434136638001,"-",88723941,"USD"
"AMZN","AMAZON.COM INC","023135106","2000019",0.0392771660322716,"-",116129002,"USD"
"GOOGL","ALPHABET INC CL A","02079K305","BYVY8G0",0.03221189125865316,"-",69458289,"USD"
"GOOG","ALPHABET INC CL C","02079K107","BYY88Y7",0.025782281563773796,"-",55509542,"USD"
"AVGO","BROADCOM INC","11135F101","BDZ78H9",0.02551539059925026,"-",56373291,"USD"
"META","META PLATFORMS INC CLASS A","30303M102","B7TL820",0.024220581936204334,"-",25998388,"USD"
"TSLA","TESLA INC","88160R101","B616C79",0.021302295453793335,"-",33543718,"USD"
"BRK-B","BERKSHIRE HATHAWAY INC CL B","084670702","2073390",0.01482755396720019,"-",21890229,"USD"
"LLY","ELI LILLY + CO","532457108","2516152",0.014268298757260958,"-",9479848,"USD"
"JPM","JPMORGAN CHASE + CO","46625H100","2190385",0.013682413296741443,"-",32497041,"USD"
"XOM","EXXON MOBIL CORP","30231G102","2326618",0.009609102032139463,"-",50342507,"USD"
"V","VISA INC CLASS A SHARES","92826C839","B2PZN04",0.009292989986487194,"-",20145918,"USD"
"JNJ","JOHNSON + JOHNSON","478160104","2475833",0.00895095583549479,"-",28751429,"USD"
"WMT","WALMART INC","931142103","2936921",0.00871541276519366,"-",52346760,"USD"
"MU","MICRON TECHNOLOGY INC","595112103","2588184",0.007573194440585108,"-",13399487,"USD"
"COST","COSTCO WHOLESALE CORP","22160K105","2701271",0.007356422206086264,"-",5290443,"USD"
"MA","MASTERCARD INC   A","57636Q104","B121557",0.007263744944516222,"-",9788265,"USD"
"AMD","ADVANCED MICRO DEVICES","007903107","2007849",0.007137226319568314,"-",19434802,"USD"
"PLTR","PALANTIR TECHNOLOGIES INC A","69608A108","BN78DQ4",0.006540439411901138,"-",27269064,"USD"
"ABBV","ABBVIE INC","00287Y109","B92SR70",0.006539072990803947,"-",21088502,"USD"
"HD","HOME DEPOT INC","437076102","2434209",0.006445647688487268,"-",11876399,"USD"
"NFLX","NETFLIX INC","64110L106","2857817",0.006160564373005512,"-",50583086,"USD"
"PG","PROCTER + GAMBLE CO/THE","742718109","2704407",0.005923235978789076,"-",27894779,"USD"
"BAC","BANK OF AMERICA CORP","060505104","2295677",0.005865975953103152,"-",80199413,"USD"
"UNH","UNITEDHEALTH GROUP INC","91324P102","2917766",0.0054467041015513,"-",10810742,"USD"
"CVX","CHEVRON CORP","166764100","2838555",0.005327177164115292,"-",22594265,"USD"
"GE","GENERAL ELECTRIC","369604301","BL59CR9",0.005233063664311708,"-",12591855,"USD"
"ORCL","ORACLE CORP","68389X105","2661568",0.005030464308492483,"-",20078500,"USD"
"CSCO","CISCO SYSTEMS INC","17275R102","2198163",0.004962272914029034,"-",47042399,"USD"
"CAT","CATERPILLAR INC","149123101","2180201",0.004950563582875006,"-",5586500,"USD"
"KO","COCA COLA CO/THE","191216100","2206657",0.004763254179917045,"-",46215172,"USD"
"GS","GOLDMAN SACHS GROUP INC","38141G104","2407966",0.004652643888180955,"-",3580389,"USD"
"LRCX","LAM RESEARCH CORP","512807306","BSML4N7",0.004621286020081922,"-",14993911,"USD"
"IBM","INTL BUSINESS MACHINES CORP","459200101","2005973",0.004614773078647867,"-",11158421,"USD"
"WFC","WELLS FARGO + CO","949746101","2649100",0.004608359875980031,"-",37472817,"USD"
"PM","PHILIP MORRIS INTERNATIONAL","718172109","B2PKRQ3",0.004546841004976585,"-",18582433,"USD"
"MRK","MERCK + CO. INC.","58933Y105","2778844",0.004532917473212512,"-",29629225,"USD"
"RTX","RTX CORP","75513E101","BM5M5Y3",0.004431124088410118,"-",15991962,"USD"
"AMAT","APPLIED MATERIALS INC","038222105","2046552",0.004335664115262586,"-",9509923,"USD"
"TMO","THERMO FISHER SCIENTIFIC INC","883556102","2886907",0.003970410779494564,"-",4485018,"USD"
"MCD","MCDONALD S CORP","580135101","2550707",0.0037179919099492994,"-",8501341,"USD"
"CRM","SALESFORCE INC","79466L302","2310525",0.0036651503116068456,"-",11364520,"USD"
"MS","MORGAN STANLEY","617446448","2262314",0.0036500598362780175,"-",14419040,"USD"
"LIN","LINDE PLC","G54950103","BNZHB81",0.0035597364095907285,"-",5574195,"USD"
"-","US DOLLAR","999USDZ92","-",0.003447241055173112,"-",2437587747.96,"USD"
"C","CITIGROUP INC","172967424","2297907",0.0034312130354418316,"-",21359768,"USD"
"INTC","INTEL CORP","458140100","2463247",0.0034115944201266925,"-",53525243,"USD"
"KLAC","KLA CORP","482480100","2480138",0.003355601076771741,"-",1568496,"USD"
"DIS","WALT DISNEY CO/THE","254687106","2270726",0.0033448093422669216,"-",21311591,"USD"
"PEP","PEPSICO INC","713448108","2681511",0.003337408725813524,"-",16322653,"USD"
"BA","BOEING CO/THE","097023105","2108601",0.00333329948864533,"-",9347704,"USD"
"AXP","AMERICAN EXPRESS CO","025816109","2026082",0.0032808269237378845,"-",6414093,"USD"
"ABT","ABBOTT LABORATORIES","002824100","2002305",0.0031533707543875238,"-",20757658,"USD"
"ISRG","INTUITIVE SURGICAL INC","46120E602","2871301",0.0031358865486694563,"-",4231813,"USD"
"AMGN","AMGEN INC","031162100","2023607",0.0031353878548383645,"-",6430958,"USD"
"APH","AMPHENOL CORP CL A","032095101","2145084",0.0031201377974835872,"-",14612172,"USD"
"GEV","GE VERNOVA INC","36828A101","BP6H4Y1",0.0030129186237989186,"-",3238885,"USD"
"NEE","NEXTERA ENERGY INC","65339F101","2328915",0.002981810102615432,"-",24861194,"USD"
"TXN","TEXAS INSTRUMENTS INC","882508104","2885409",0.0029652634412998162,"-",10846726,"USD"
"ACN","ACCENTURE PLC CL A","G1151C101","B4BNMY3",0.002942562898108532,"-",7402878,"USD"
"UBER","UBER TECHNOLOGIES INC","90353T100","BK6N347",0.0028872677261171085,"-",24804084,"USD"
